"12812: Kommunestyre- og fylkestingsvalget. Valgdeltakelse (prosent), etter region, alder, utdanningsnivå, statistikkvariabel, fireårlig og kjønn"

"region";"alder";"utdanningsnivå";"Valgdeltakelse 2019 Menn";"Valgdeltakelse 2019 Kvinner"
"5422 Balsfjord";"20-24 år";"Videregående skolenivå";34.2;53.5
"5422 Balsfjord";"20-24 år";"Universitets- og høgskolenivå";:;:
"5422 Balsfjord";"20-24 år";"Uoppgitt eller ingen fullført utdanning";100.0;..
"5422 Balsfjord";"25-44 år";"Utdanningsnivå i alt";48.9;61.4
"5422 Balsfjord";"25-44 år";"Grunnskolenivå";41.4;51.3
"5422 Balsfjord";"25-44 år";"Videregående skolenivå";52.1;62.7
"5422 Balsfjord";"25-44 år";"Universitets- og høgskolenivå";71.4;74.2
"5422 Balsfjord";"25-44 år";"Uoppgitt eller ingen fullført utdanning";14.6;18.5
"5422 Balsfjord";"45-66 år";"Utdanningsnivå i alt";64.6;71.7
"5422 Balsfjord";"45-66 år";"Grunnskolenivå";55.6;59.6
"5422 Balsfjord";"45-66 år";"Videregående skolenivå";68.4;73.7
"5422 Balsfjord";"45-66 år";"Universitets- og høgskolenivå";78.7;82.4
"5422 Balsfjord";"45-66 år";"Uoppgitt eller ingen fullført utdanning";19.2;21.1
"5422 Balsfjord";"67-79 år";"Utdanningsnivå i alt";74.1;74.0
"5422 Balsfjord";"67-79 år";"Grunnskolenivå";64.6;61.2
"5422 Balsfjord";"67-79 år";"Videregående skolenivå";79.8;78.8
"5422 Balsfjord";"67-79 år";"Universitets- og høgskolenivå";87.0;95.9
"5422 Balsfjord";"67-79 år";"Uoppgitt eller ingen fullført utdanning";20.0;75.0
"5422 Balsfjord";"80 år eller eldre";"Utdanningsnivå i alt";63.6;51.2
"5422 Balsfjord";"80 år eller eldre";"Grunnskolenivå";55.7;43.3
"5422 Balsfjord";"80 år eller eldre";"Videregående skolenivå";75.0;65.1
"5422 Balsfjord";"80 år eller eldre";"Universitets- og høgskolenivå";:;:
"5422 Balsfjord";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";33.3;.
"5423 Karlsøy";"Alder i alt";"Utdanningsnivå i alt";61.0;68.0
"5423 Karlsøy";"Alder i alt";"Grunnskolenivå";63.6;60.3
"5423 Karlsøy";"Alder i alt";"Videregående skolenivå";60.8;73.7
"5423 Karlsøy";"Alder i alt";"Universitets- og høgskolenivå";73.4;83.7
"5423 Karlsøy";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";16.0;21.3
"5423 Karlsøy";"18-19 år";"Utdanningsnivå i alt";38.1;67.8
"5423 Karlsøy";"18-19 år";"Grunnskolenivå";38.1;67.8
"5423 Karlsøy";"18-19 år";"Videregående skolenivå";.;.
"5423 Karlsøy";"18-19 år";"Universitets- og høgskolenivå";.;.
"5423 Karlsøy";"18-19 år";"Uoppgitt eller ingen fullført utdanning";.;.
"5423 Karlsøy";"20-24 år";"Utdanningsnivå i alt";30.5;64.7
"5423 Karlsøy";"20-24 år";"Grunnskolenivå";38.1;48.2
"5423 Karlsøy";"20-24 år";"Videregående skolenivå";26.9;71.2
"5423 Karlsøy";"20-24 år";"Universitets- og høgskolenivå";:;:
"5423 Karlsøy";"20-24 år";"Uoppgitt eller ingen fullført utdanning";..;.
"5423 Karlsøy";"25-44 år";"Utdanningsnivå i alt";42.9;61.0
"5423 Karlsøy";"25-44 år";"Grunnskolenivå";42.2;61.0
"5423 Karlsøy";"25-44 år";"Videregående skolenivå";50.2;66.6
"5423 Karlsøy";"25-44 år";"Universitets- og høgskolenivå";55.1;72.0
"5423 Karlsøy";"25-44 år";"Uoppgitt eller ingen fullført utdanning";19.8;16.3
"5423 Karlsøy";"45-66 år";"Utdanningsnivå i alt";66.8;74.6
"5423 Karlsøy";"45-66 år";"Grunnskolenivå";70.8;60.3
"5423 Karlsøy";"45-66 år";"Videregående skolenivå";64.4;78.5
"5423 Karlsøy";"45-66 år";"Universitets- og høgskolenivå";76.8;93.1
"5423 Karlsøy";"45-66 år";"Uoppgitt eller ingen fullført utdanning";8.5;29.9
"5423 Karlsøy";"67-79 år";"Utdanningsnivå i alt";81.1;75.2
"5423 Karlsøy";"67-79 år";"Grunnskolenivå";82.9;72.2
"5423 Karlsøy";"67-79 år";"Videregående skolenivå";77.1;77.4
"5423 Karlsøy";"67-79 år";"Universitets- og høgskolenivå";92.0;84.7
"5423 Karlsøy";"67-79 år";"Uoppgitt eller ingen fullført utdanning";..;..
"5423 Karlsøy";"80 år eller eldre";"Utdanningsnivå i alt";63.6;47.7
"5423 Karlsøy";"80 år eller eldre";"Grunnskolenivå";64.5;45.4
"5423 Karlsøy";"80 år eller eldre";"Videregående skolenivå";58.9;53.3
"5423 Karlsøy";"80 år eller eldre";"Universitets- og høgskolenivå";:;:
"5423 Karlsøy";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";.;.
"5424 Lyngen";"Alder i alt";"Utdanningsnivå i alt";68.2;74.2
"5424 Lyngen";"Alder i alt";"Grunnskolenivå";59.7;60.6
"5424 Lyngen";"Alder i alt";"Videregående skolenivå";75.3;80.5
"5424 Lyngen";"Alder i alt";"Universitets- og høgskolenivå";82.0;88.9
"5424 Lyngen";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";12.5;37.5
"5424 Lyngen";"18-19 år";"Utdanningsnivå i alt";61.4;57.8
"5424 Lyngen";"18-19 år";"Grunnskolenivå";61.4;59.1
"5424 Lyngen";"18-19 år";"Videregående skolenivå";.;..
"5424 Lyngen";"18-19 år";"Universitets- og høgskolenivå";.;.
"5424 Lyngen";"18-19 år";"Uoppgitt eller ingen fullført utdanning";.;.
"5424 Lyngen";"20-24 år";"Utdanningsnivå i alt";46.8;70.4
"5424 Lyngen";"20-24 år";"Grunnskolenivå";40.0;54.2
"5424 Lyngen";"20-24 år";"Videregående skolenivå";54.6;73.5
"5424 Lyngen";"20-24 år";"Universitets- og høgskolenivå";:;:
"5424 Lyngen";"20-24 år";"Uoppgitt eller ingen fullført utdanning";..;.
"5424 Lyngen";"25-44 år";"Utdanningsnivå i alt";57.2;70.7
"5424 Lyngen";"25-44 år";"Grunnskolenivå";48.7;47.8
"5424 Lyngen";"25-44 år";"Videregående skolenivå";68.6;78.5
"5424 Lyngen";"25-44 år";"Universitets- og høgskolenivå";76.1;82.4
"5424 Lyngen";"25-44 år";"Uoppgitt eller ingen fullført utdanning";4.8;33.3
"5424 Lyngen";"45-66 år";"Utdanningsnivå i alt";75.1;82.9
"5424 Lyngen";"45-66 år";"Grunnskolenivå";66.9;72.3
"5424 Lyngen";"45-66 år";"Videregående skolenivå";80.5;85.6
"5424 Lyngen";"45-66 år";"Universitets- og høgskolenivå";84.2;89.6
"5424 Lyngen";"45-66 år";"Uoppgitt eller ingen fullført utdanning";13.3;42.9
"5424 Lyngen";"67-79 år";"Utdanningsnivå i alt";78.9;75.1
"5424 Lyngen";"67-79 år";"Grunnskolenivå";73.7;62.8
"5424 Lyngen";"67-79 år";"Videregående skolenivå";80.2;81.4
"5424 Lyngen";"67-79 år";"Universitets- og høgskolenivå";89.5;100.0
"5424 Lyngen";"67-79 år";"Uoppgitt eller ingen fullført utdanning";66.7;50.0
"5424 Lyngen";"80 år eller eldre";"Utdanningsnivå i alt";63.1;59.2
"5424 Lyngen";"80 år eller eldre";"Grunnskolenivå";53.7;53.9
"5424 Lyngen";"80 år eller eldre";"Videregående skolenivå";71.4;70.3
"5424 Lyngen";"80 år eller eldre";"Universitets- og høgskolenivå";:;:
"5424 Lyngen";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";.;.
"5425 Storfjord - Omasvuotna - Omasvuono";"Alder i alt";"Utdanningsnivå i alt";72.4;76.7
"5425 Storfjord - Omasvuotna - Omasvuono";"Alder i alt";"Grunnskolenivå";59.9;69.0
"5425 Storfjord - Omasvuotna - Omasvuono";"Alder i alt";"Videregående skolenivå";80.7;80.6
"5425 Storfjord - Omasvuotna - Omasvuono";"Alder i alt";"Universitets- og høgskolenivå";83.9;83.6
"5425 Storfjord - Omasvuotna - Omasvuono";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";15.8;50.0
"5425 Storfjord - Omasvuotna - Omasvuono";"18-19 år";"Utdanningsnivå i alt";50.0;62.1
"5425 Storfjord - Omasvuotna - Omasvuono";"18-19 år";"Grunnskolenivå";50.0;62.1
"5425 Storfjord - Omasvuotna - Omasvuono";"18-19 år";"Videregående skolenivå";.;.
"5425 Storfjord - Omasvuotna - Omasvuono";"18-19 år";"Universitets- og høgskolenivå";.;.
"5425 Storfjord - Omasvuotna - Omasvuono";"18-19 år";"Uoppgitt eller ingen fullført utdanning";.;.
"5425 Storfjord - Omasvuotna - Omasvuono";"20-24 år";"Utdanningsnivå i alt";45.3;62.5
"5425 Storfjord - Omasvuotna - Omasvuono";"20-24 år";"Grunnskolenivå";34.5;53.3
"5425 Storfjord - Omasvuotna - Omasvuono";"20-24 år";"Videregående skolenivå";58.1;80.0
"5425 Storfjord - Omasvuotna - Omasvuono";"20-24 år";"Universitets- og høgskolenivå";:;:
"5425 Storfjord - Omasvuotna - Omasvuono";"20-24 år";"Uoppgitt eller ingen fullført utdanning";..;..
"5425 Storfjord - Omasvuotna - Omasvuono";"25-44 år";"Utdanningsnivå i alt";65.0;69.7
"5425 Storfjord - Omasvuotna - Omasvuono";"25-44 år";"Grunnskolenivå";52.5;62.1
"5425 Storfjord - Omasvuotna - Omasvuono";"25-44 år";"Videregående skolenivå";76.0;72.5
"5425 Storfjord - Omasvuotna - Omasvuono";"25-44 år";"Universitets- og høgskolenivå";80.7;75.9
"5425 Storfjord - Omasvuotna - Omasvuono";"25-44 år";"Uoppgitt eller ingen fullført utdanning";9.1;38.5
"5425 Storfjord - Omasvuotna - Omasvuono";"45-66 år";"Utdanningsnivå i alt";80.1;84.5
"5425 Storfjord - Omasvuotna - Omasvuono";"45-66 år";"Grunnskolenivå";70.4;78.0
"5425 Storfjord - Omasvuotna - Omasvuono";"45-66 år";"Videregående skolenivå";84.5;82.9
"5425 Storfjord - Omasvuotna - Omasvuono";"45-66 år";"Universitets- og høgskolenivå";89.8;90.6
"5425 Storfjord - Omasvuotna - Omasvuono";"45-66 år";"Uoppgitt eller ingen fullført utdanning";16.7;77.8
"5425 Storfjord - Omasvuotna - Omasvuono";"67-79 år";"Utdanningsnivå i alt";81.4;81.3
"5425 Storfjord - Omasvuotna - Omasvuono";"67-79 år";"Grunnskolenivå";66.1;77.4
"5425 Storfjord - Omasvuotna - Omasvuono";"67-79 år";"Videregående skolenivå";88.0;82.8
"5425 Storfjord - Omasvuotna - Omasvuono";"67-79 år";"Universitets- og høgskolenivå";88.5;90.0
"5425 Storfjord - Omasvuotna - Omasvuono";"67-79 år";"Uoppgitt eller ingen fullført utdanning";100.0;50.0
"5425 Storfjord - Omasvuotna - Omasvuono";"80 år eller eldre";"Utdanningsnivå i alt";63.9;62.3
"5425 Storfjord - Omasvuotna - Omasvuono";"80 år eller eldre";"Grunnskolenivå";70.0;61.0
"5425 Storfjord - Omasvuotna - Omasvuono";"80 år eller eldre";"Videregående skolenivå";61.5;72.7
"5425 Storfjord - Omasvuotna - Omasvuono";"80 år eller eldre";"Universitets- og høgskolenivå";:;:
"5425 Storfjord - Omasvuotna - Omasvuono";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";.;.
"5426 Gáivuotna - Kåfjord - Kaivuono";"Alder i alt";"Utdanningsnivå i alt";63.0;68.2
"5426 Gáivuotna - Kåfjord - Kaivuono";"Alder i alt";"Grunnskolenivå";55.1;56.2
"5426 Gáivuotna - Kåfjord - Kaivuono";"Alder i alt";"Videregående skolenivå";67.2;69.6
"5426 Gáivuotna - Kåfjord - Kaivuono";"Alder i alt";"Universitets- og høgskolenivå";79.1;87.4
"5426 Gáivuotna - Kåfjord - Kaivuono";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";30.8;33.4
"5426 Gáivuotna - Kåfjord - Kaivuono";"18-19 år";"Utdanningsnivå i alt";52.4;36.0
"5426 Gáivuotna - Kåfjord - Kaivuono";"18-19 år";"Grunnskolenivå";52.4;36.0
"5426 Gáivuotna - Kåfjord - Kaivuono";"18-19 år";"Videregående skolenivå";.;.
"5426 Gáivuotna - Kåfjord - Kaivuono";"18-19 år";"Universitets- og høgskolenivå";.;.
"5426 Gáivuotna - Kåfjord - Kaivuono";"18-19 år";"Uoppgitt eller ingen fullført utdanning";.;.
"5426 Gáivuotna - Kåfjord - Kaivuono";"20-24 år";"Utdanningsnivå i alt";36.6;59.1
"5426 Gáivuotna - Kåfjord - Kaivuono";"20-24 år";"Grunnskolenivå";18.8;66.7
"5426 Gáivuotna - Kåfjord - Kaivuono";"20-24 år";"Videregående skolenivå";45.9;54.8
"5426 Gáivuotna - Kåfjord - Kaivuono";"20-24 år";"Universitets- og høgskolenivå";:;:
"5426 Gáivuotna - Kåfjord - Kaivuono";"20-24 år";"Uoppgitt eller ingen fullført utdanning";.;.
"5426 Gáivuotna - Kåfjord - Kaivuono";"25-44 år";"Utdanningsnivå i alt";52.4;69.8
"5426 Gáivuotna - Kåfjord - Kaivuono";"25-44 år";"Grunnskolenivå";46.1;53.9
"5426 Gáivuotna - Kåfjord - Kaivuono";"25-44 år";"Videregående skolenivå";61.8;65.3
"5426 Gáivuotna - Kåfjord - Kaivuono";"25-44 år";"Universitets- og høgskolenivå";59.0;84.2
"5426 Gáivuotna - Kåfjord - Kaivuono";"25-44 år";"Uoppgitt eller ingen fullført utdanning";13.4;33.4
"5426 Gáivuotna - Kåfjord - Kaivuono";"45-66 år";"Utdanningsnivå i alt";68.7;79.8
"5426 Gáivuotna - Kåfjord - Kaivuono";"45-66 år";"Grunnskolenivå";58.5;64.7
"5426 Gáivuotna - Kåfjord - Kaivuono";"45-66 år";"Videregående skolenivå";69.7;83.1
"5426 Gáivuotna - Kåfjord - Kaivuono";"45-66 år";"Universitets- og høgskolenivå";89.4;94.4
"5426 Gáivuotna - Kåfjord - Kaivuono";"45-66 år";"Uoppgitt eller ingen fullført utdanning";55.6;16.7
"5426 Gáivuotna - Kåfjord - Kaivuono";"67-79 år";"Utdanningsnivå i alt";75.5;66.4
"5426 Gáivuotna - Kåfjord - Kaivuono";"67-79 år";"Grunnskolenivå";69.0;61.5
"5426 Gáivuotna - Kåfjord - Kaivuono";"67-79 år";"Videregående skolenivå";78.9;67.2
"5426 Gáivuotna - Kåfjord - Kaivuono";"67-79 år";"Universitets- og høgskolenivå";87.1;80.9
"5426 Gáivuotna - Kåfjord - Kaivuono";"67-79 år";"Uoppgitt eller ingen fullført utdanning";..;50.1
"5426 Gáivuotna - Kåfjord - Kaivuono";"80 år eller eldre";"Utdanningsnivå i alt";56.4;47.8
"5426 Gáivuotna - Kåfjord - Kaivuono";"80 år eller eldre";"Grunnskolenivå";55.1;46.3
"5426 Gáivuotna - Kåfjord - Kaivuono";"80 år eller eldre";"Videregående skolenivå";52.1;44.5
"5426 Gáivuotna - Kåfjord - Kaivuono";"80 år eller eldre";"Universitets- og høgskolenivå";:;:
"5426 Gáivuotna - Kåfjord - Kaivuono";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";100.1;100.1
"5427 Skjervøy";"Alder i alt";"Utdanningsnivå i alt";60.5;64.6
"5427 Skjervøy";"Alder i alt";"Grunnskolenivå";51.2;53.8
"5427 Skjervøy";"Alder i alt";"Videregående skolenivå";66.5;67.6
"5427 Skjervøy";"Alder i alt";"Universitets- og høgskolenivå";78.1;87.1
"5427 Skjervøy";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";40.8;38.3
"5427 Skjervøy";"18-19 år";"Utdanningsnivå i alt";51.4;47.5
"5427 Skjervøy";"18-19 år";"Grunnskolenivå";51.4;47.5
"5427 Skjervøy";"18-19 år";"Videregående skolenivå";.;.
"5427 Skjervøy";"18-19 år";"Universitets- og høgskolenivå";.;.
"5427 Skjervøy";"18-19 år";"Uoppgitt eller ingen fullført utdanning";.;.
"5427 Skjervøy";"20-24 år";"Utdanningsnivå i alt";25.3;46.2
"5427 Skjervøy";"20-24 år";"Grunnskolenivå";30.8;39.4
"5427 Skjervøy";"20-24 år";"Videregående skolenivå";21.4;51.9
"5427 Skjervøy";"20-24 år";"Universitets- og høgskolenivå";:;:
"5427 Skjervøy";"20-24 år";"Uoppgitt eller ingen fullført utdanning";..;..
"5427 Skjervøy";"25-44 år";"Utdanningsnivå i alt";54.7;59.9
"5427 Skjervøy";"25-44 år";"Grunnskolenivå";42.5;50.0
"5427 Skjervøy";"25-44 år";"Videregående skolenivå";63.7;56.3
"5427 Skjervøy";"25-44 år";"Universitets- og høgskolenivå";69.4;81.0
"5427 Skjervøy";"25-44 år";"Uoppgitt eller ingen fullført utdanning";46.0;37.7
"5427 Skjervøy";"45-66 år";"Utdanningsnivå i alt";69.4;75.1
"5427 Skjervøy";"45-66 år";"Grunnskolenivå";66.4;59.6
"5427 Skjervøy";"45-66 år";"Videregående skolenivå";70.4;78.8
"5427 Skjervøy";"45-66 år";"Universitets- og høgskolenivå";83.3;94.7
"5427 Skjervøy";"45-66 år";"Uoppgitt eller ingen fullført utdanning";35.7;44.0
"5427 Skjervøy";"67-79 år";"Utdanningsnivå i alt";74.2;70.1
"5427 Skjervøy";"67-79 år";"Grunnskolenivå";63.8;63.8
"5427 Skjervøy";"67-79 år";"Videregående skolenivå";81.0;70.4
"5427 Skjervøy";"67-79 år";"Universitets- og høgskolenivå";84.6;92.0
"5427 Skjervøy";"67-79 år";"Uoppgitt eller ingen fullført utdanning";33.3;.
"5427 Skjervøy";"80 år eller eldre";"Utdanningsnivå i alt";48.4;48.8
"5427 Skjervøy";"80 år eller eldre";"Grunnskolenivå";32.4;43.9
"5427 Skjervøy";"80 år eller eldre";"Videregående skolenivå";68.2;59.1
"5427 Skjervøy";"80 år eller eldre";"Universitets- og høgskolenivå";:;:
"5427 Skjervøy";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";..;.
"5428 Nordreisa";"Alder i alt";"Utdanningsnivå i alt";58.3;67.1
"5428 Nordreisa";"Alder i alt";"Grunnskolenivå";42.2;51.6
"5428 Nordreisa";"Alder i alt";"Videregående skolenivå";64.1;69.6
"5428 Nordreisa";"Alder i alt";"Universitets- og høgskolenivå";78.4;82.0
"5428 Nordreisa";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";17.1;23.4
"5428 Nordreisa";"18-19 år";"Utdanningsnivå i alt";34.0;64.9
"5428 Nordreisa";"18-19 år";"Grunnskolenivå";34.0;64.9
"5428 Nordreisa";"18-19 år";"Videregående skolenivå";.;.
"5428 Nordreisa";"18-19 år";"Universitets- og høgskolenivå";.;.
"5428 Nordreisa";"18-19 år";"Uoppgitt eller ingen fullført utdanning";.;.
"5428 Nordreisa";"20-24 år";"Utdanningsnivå i alt";30.6;45.0
"5428 Nordreisa";"20-24 år";"Grunnskolenivå";19.4;38.6
"5428 Nordreisa";"20-24 år";"Videregående skolenivå";37.1;48.1
"5428 Nordreisa";"20-24 år";"Universitets- og høgskolenivå";:;:
"5428 Nordreisa";"20-24 år";"Uoppgitt eller ingen fullført utdanning";..;..
"5428 Nordreisa";"25-44 år";"Utdanningsnivå i alt";47.1;63.8
"5428 Nordreisa";"25-44 år";"Grunnskolenivå";32.5;40.2
"5428 Nordreisa";"25-44 år";"Videregående skolenivå";51.3;64.2
"5428 Nordreisa";"25-44 år";"Universitets- og høgskolenivå";69.4;78.1
"5428 Nordreisa";"25-44 år";"Uoppgitt eller ingen fullført utdanning";11.6;23.9
"5428 Nordreisa";"45-66 år";"Utdanningsnivå i alt";66.0;77.3
"5428 Nordreisa";"45-66 år";"Grunnskolenivå";43.5;58.5
"5428 Nordreisa";"45-66 år";"Videregående skolenivå";72.6;78.8
"5428 Nordreisa";"45-66 år";"Universitets- og høgskolenivå";80.1;89.0
"5428 Nordreisa";"45-66 år";"Uoppgitt eller ingen fullført utdanning";17.7;23.2
"5428 Nordreisa";"67-79 år";"Utdanningsnivå i alt";75.5;67.2
"5428 Nordreisa";"67-79 år";"Grunnskolenivå";66.9;58.2
"5428 Nordreisa";"67-79 år";"Videregående skolenivå";76.3;69.1
"5428 Nordreisa";"67-79 år";"Universitets- og høgskolenivå";91.7;79.7
"5428 Nordreisa";"67-79 år";"Uoppgitt eller ingen fullført utdanning";37.7;50.2
"5428 Nordreisa";"80 år eller eldre";"Utdanningsnivå i alt";63.9;52.6
"5428 Nordreisa";"80 år eller eldre";"Grunnskolenivå";54.9;44.6
"5428 Nordreisa";"80 år eller eldre";"Videregående skolenivå";69.3;67.7
"5428 Nordreisa";"80 år eller eldre";"Universitets- og høgskolenivå";:;:
"5428 Nordreisa";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";..;..
"5429 Kvænangen";"Alder i alt";"Utdanningsnivå i alt";65.6;70.3
"5429 Kvænangen";"Alder i alt";"Grunnskolenivå";56.0;64.5
"5429 Kvænangen";"Alder i alt";"Videregående skolenivå";72.0;73.0
"5429 Kvænangen";"Alder i alt";"Universitets- og høgskolenivå";81.4;80.3
"5429 Kvænangen";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";20.0;15.4
"5429 Kvænangen";"18-19 år";"Utdanningsnivå i alt";47.5;74.8
"5429 Kvænangen";"18-19 år";"Grunnskolenivå";47.5;81.6
"5429 Kvænangen";"18-19 år";"Videregående skolenivå";.;..
"5429 Kvænangen";"18-19 år";"Universitets- og høgskolenivå";.;.
"5429 Kvænangen";"18-19 år";"Uoppgitt eller ingen fullført utdanning";.;.
"5429 Kvænangen";"20-24 år";"Utdanningsnivå i alt";35.8;27.2
"5429 Kvænangen";"20-24 år";"Grunnskolenivå";11.7;18.1
"5429 Kvænangen";"20-24 år";"Videregående skolenivå";52.5;31.5
"5429 Kvænangen";"20-24 år";"Universitets- og høgskolenivå";:;:
"5429 Kvænangen";"20-24 år";"Uoppgitt eller ingen fullført utdanning";.;.
"5429 Kvænangen";"25-44 år";"Utdanningsnivå i alt";49.5;72.4
"5429 Kvænangen";"25-44 år";"Grunnskolenivå";33.3;72.6
"5429 Kvænangen";"25-44 år";"Videregående skolenivå";59.9;81.9
"5429 Kvænangen";"25-44 år";"Universitets- og høgskolenivå";68.0;75.4
"5429 Kvænangen";"25-44 år";"Uoppgitt eller ingen fullført utdanning";18.1;14.3
"5429 Kvænangen";"45-66 år";"Utdanningsnivå i alt";75.6;77.1
"5429 Kvænangen";"45-66 år";"Grunnskolenivå";72.1;66.5
"5429 Kvænangen";"45-66 år";"Videregående skolenivå";76.6;78.6
"5429 Kvænangen";"45-66 år";"Universitets- og høgskolenivå";91.2;88.5
"5429 Kvænangen";"45-66 år";"Uoppgitt eller ingen fullført utdanning";..;16.6
"5429 Kvænangen";"67-79 år";"Utdanningsnivå i alt";77.8;78.8
"5429 Kvænangen";"67-79 år";"Grunnskolenivå";70.1;78.9
"5429 Kvænangen";"67-79 år";"Videregående skolenivå";81.3;78.5
"5429 Kvænangen";"67-79 år";"Universitets- og høgskolenivå";81.1;79.8
"5429 Kvænangen";"67-79 år";"Uoppgitt eller ingen fullført utdanning";99.8;.
"5429 Kvænangen";"80 år eller eldre";"Utdanningsnivå i alt";69.8;55.6
"5429 Kvænangen";"80 år eller eldre";"Grunnskolenivå";70.7;52.2
"5429 Kvænangen";"80 år eller eldre";"Videregående skolenivå";73.2;66.5
"5429 Kvænangen";"80 år eller eldre";"Universitets- og høgskolenivå";.;:
"5429 Kvænangen";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";..;.
"5430 Guovdageaidnu - Kautokeino";"Alder i alt";"Utdanningsnivå i alt";58.2;69.3
"5430 Guovdageaidnu - Kautokeino";"Alder i alt";"Grunnskolenivå";48.1;59.1
"5430 Guovdageaidnu - Kautokeino";"Alder i alt";"Videregående skolenivå";66.0;70.6
"5430 Guovdageaidnu - Kautokeino";"Alder i alt";"Universitets- og høgskolenivå";75.6;78.6
"5430 Guovdageaidnu - Kautokeino";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";28.1;34.9
"5430 Guovdageaidnu - Kautokeino";"18-19 år";"Utdanningsnivå i alt";35.9;41.2
"5430 Guovdageaidnu - Kautokeino";"18-19 år";"Grunnskolenivå";35.9;41.2
"5430 Guovdageaidnu - Kautokeino";"18-19 år";"Videregående skolenivå";.;.
"5430 Guovdageaidnu - Kautokeino";"18-19 år";"Universitets- og høgskolenivå";.;.
"5430 Guovdageaidnu - Kautokeino";"18-19 år";"Uoppgitt eller ingen fullført utdanning";.;.
"5430 Guovdageaidnu - Kautokeino";"20-24 år";"Utdanningsnivå i alt";35.6;56.2
"5430 Guovdageaidnu - Kautokeino";"20-24 år";"Grunnskolenivå";17.1;38.9
"5430 Guovdageaidnu - Kautokeino";"20-24 år";"Videregående skolenivå";55.8;60.5
"5430 Guovdageaidnu - Kautokeino";"20-24 år";"Universitets- og høgskolenivå";:;:
"5430 Guovdageaidnu - Kautokeino";"20-24 år";"Uoppgitt eller ingen fullført utdanning";..;..
"5430 Guovdageaidnu - Kautokeino";"25-44 år";"Utdanningsnivå i alt";47.6;64.9
"5430 Guovdageaidnu - Kautokeino";"25-44 år";"Grunnskolenivå";35.3;53.5
"5430 Guovdageaidnu - Kautokeino";"25-44 år";"Videregående skolenivå";53.8;54.0
"5430 Guovdageaidnu - Kautokeino";"25-44 år";"Universitets- og høgskolenivå";66.2;73.6
"5430 Guovdageaidnu - Kautokeino";"25-44 år";"Uoppgitt eller ingen fullført utdanning";14.3;38.5
"5430 Guovdageaidnu - Kautokeino";"45-66 år";"Utdanningsnivå i alt";67.7;77.6
"5430 Guovdageaidnu - Kautokeino";"45-66 år";"Grunnskolenivå";60.6;73.8
"5430 Guovdageaidnu - Kautokeino";"45-66 år";"Videregående skolenivå";75.3;78.7
"5430 Guovdageaidnu - Kautokeino";"45-66 år";"Universitets- og høgskolenivå";80.4;82.7
"5430 Guovdageaidnu - Kautokeino";"45-66 år";"Uoppgitt eller ingen fullført utdanning";33.3;15.4
"5430 Guovdageaidnu - Kautokeino";"67-79 år";"Utdanningsnivå i alt";71.7;78.7
"5430 Guovdageaidnu - Kautokeino";"67-79 år";"Grunnskolenivå";57.8;72.4
"5430 Guovdageaidnu - Kautokeino";"67-79 år";"Videregående skolenivå";82.7;81.5
"5430 Guovdageaidnu - Kautokeino";"67-79 år";"Universitets- og høgskolenivå";92.9;90.9
"5430 Guovdageaidnu - Kautokeino";"67-79 år";"Uoppgitt eller ingen fullført utdanning";66.7;.
"5430 Guovdageaidnu - Kautokeino";"80 år eller eldre";"Utdanningsnivå i alt";66.7;50.7
"5430 Guovdageaidnu - Kautokeino";"80 år eller eldre";"Grunnskolenivå";62.5;37.3
"5430 Guovdageaidnu - Kautokeino";"80 år eller eldre";"Videregående skolenivå";71.4;68.8
"5430 Guovdageaidnu - Kautokeino";"80 år eller eldre";"Universitets- og høgskolenivå";:;:
"5430 Guovdageaidnu - Kautokeino";"80 år eller eldre";"Uoppgitt eller ingen fullført utdanning";100.0;100.0
"5432 Loppa";"Alder i alt";"Utdanningsnivå i alt";66.2;76.3
"5432 Loppa";"Alder i alt";"Grunnskolenivå";:;:
"5432 Loppa";"Alder i alt";"Videregående skolenivå";:;:
"5432 Loppa";"Alder i alt";"Universitets- og høgskolenivå";:;:
"5432 Loppa";"Alder i alt";"Uoppgitt eller ingen fullført utdanning";:;:
"5432 Loppa";"18-19 år";"Utdanningsnivå i alt";:;:
"5432 Loppa";"18-19 år";"Grunnskolenivå";:;:
"5432 Loppa";"18-19 år";"Videregående skolenivå";.;.
"5432 Loppa";"18-19 år";"Universitets- og høgskolenivå";.;.
"5432 Loppa";"18-19 år";"Uoppgitt eller ingen fullført utdanning";.;.
